10000
vhzxxqir,1422,101150
ybglczvur,6864,116941
qpdpx,6065,121724
bqsbqhhzmcxtf,3630,113966
qktnsfglvomnmvpz,5001,103430
vrfiepwhieofvvfll,2744,101106
kgclsstzdorsgms,260,100190
ukieyegbkqs,5566,118007
gafnggrgocg,9223,111337
xjgzm,140,115457
jiavixgitbsg,6359,112287
qfck,6783,127753
ixqeogzx,143,110383
ysmpzxux,144,114945
zqcjrcngssbbkftjj,4604,108909
xzogekehoikvdm,146,102208
mcadyw,8022,109758
ezlixixnvxbz,8914,124221
cwdhgptwiqf,5102,118588
dkqocbeczkezylolq,1498,106422
bpiflz,0,124946
kcwxqxdnkpgq,152,127506
ibtpkyg,8501,113030
jnkrvxgdjysmydqdt,3853,116413
zxuieoqscxojat,6671,129168
yutknxvuh,5849,100900
guphnhadhf,9122,102590
bhwlh,6196,118762
wdohe,159,101655
sdunasp,2995,117410
blyzfuvrveevljs,5574,106359
qelzxmjuqvjafggc,3992,127624
aldepybn,1785,120537
hqbwcceaapahvsyp,5812,121548
fwsiu,6270,106483
ukynpu,166,127595
kuttern,250,104041
yxlscaclbazbaifrp,1974,103602
knbtskdt,2671,124350
rbmmcf,7493,110291
znwjzvpuixwq,8410,100835
sjhuwmtr,4719,109374
jfchfiarmpek,3808,111020
ewcookdjabi,1628,104596
hemrx,4564,124021
ymjqphgradf,2033,127348
xbfbvjfsywcheccss,1031,123199
keoza,4747,119668
rygpsyaxqjjeqrvi,150,124484
eeutmbre,3240,108281
ntiqzumeilrvk,2212,104734
maplzfrkvadlylb,6490,100053
qtnbtfhxuijunzi,5034,101999
wuszojhaaoin,9509,126418
wvjrohzhsqwijgdkh,9117,127938
ztczg,186,106900
wlcjddnalv,187,103788
ffyuiywtervnm,8960,118127
pjrliqpwhdsezv,5816,100467
xpeea,190,103728
xxoksll,2388,114893
aepfmkurcfrayf,4880,124648
ibkkxyi,5323,122483
xpdtiu,398,117807
zbklgvcfazmpgi,8778,102421
uzyjwxxp,7699,114310
rngfaimuvtm,6492,106617
wqckcyv,3117,122813
qsgzyndqwcprqznyb,1623,109514
dzdvceqrl,7271,114309
ajwlvkrgomnawfcg,5698,107616
ptxey,6917,118935
piycsi,2438,117451
iizdywd,204,120600
tkqsojpesj,900,105249
lptt,6536,116519
fvwgnacrmhplyv,3236,101555
zswgnsbvpxwjjoz,821,122798
nzbpjlcqjefiwh,7185,100302
abkreocnhvwkznpd,2596,106224
chzjjyu,5688,111008
abawehenjs,2211,105844
zmdvfgoiqhpsvk,28,102608
olkzahlrxdn,1331,114989
zjsvhrregegdnb,2185,102701
vxrktt,9187,103195
kjkwuqk,8152,120485
usokdfkychm,3403,103093
enazlsslejp,8295,114343
wwhjoq,607,100522
ronyqshwxwfk,4749,101587
jidzcvxk,2402,129314
bnfo,3220,109503
gubvtdgm,4114,107448
kgaw,5703,125200
dqossqkochkautxv,4036,113458
mwrltoqxg,5223,106618
javnlihrbsoveqi,8704,120580
dtyngpaowmsiahk,3857,119796
chszclvgshytbyuq,7056,114798
iwafdteqxljri,1607,115281
daxbqvm,6696,119589
cfwe,7577,120798
ovux,3062,128009
sfctojvcjspg,235,127157
hvhxzdcjnnvrr,3479,120472
ytdljvxqpf,8957,123622
nzqpkgflqletaq,3764,118538
nuvznsxnjr,8212,112292
znzfmhhb,6985,106038
qswhdsn,8875,124179
jrvn,3753,118190
mgpboa,2634,129657
xngqibncns,9958,107958
ebwjhnchgyyvb,9543,106191
qiifxql,3766,119815
ididecilzmqy,4697,122888
avhebihebp,8710,119156
rekwchjfheks,3815,111511
nobkhufdat,445,116202
koqvbmkscsccqjv,2102,102634
somxqywijik,4440,124272
ncyjunyphzdp,2426,120055
lcnozlq,8126,120328
mcvqfwuyghfbbun,1811,122646
dsfwvifrqsmrgqco,243,126362
rfgtqtqgnenlqfxis,4930,104886
mqolm,7014,118875
jqavqlnrdfdj,6009,128433
dzqwmoenqw,9499,129869
btsd,305,120142
nuszp,8761,123844
oqrpuvefaerynkux,2299,101416
qafcnqqjqwlkyw,5172,121881
kcmnbnzwuywnmnbt,6543,101997
gcbaowu,9420,110322
muuxn,781,118651
oufznneededavd,1924,110021
qxnqxnpktafg,206,105699
unjvdzajck,2389,103557
lzrzjhuck,9016,128476
byxgozf,2125,127892
pdzyjjof,1900,124389
pvrwlsjfcgdwxr,7526,105075
wzuxgwpgekdlq,1312,110712
jcrxnnw,261,102600
mkocnyw,4569,102510
xdptltnvyt,2807,121003
grjfk,1862,126869
emndlpexjdafelhb,442,117861
hcspiapolbjxpd,6990,114688
xqfilr,2272,113401
igiz,283,109789
hqohvogmajypjmuo,7200,115255
ogsjqtbk,7269,116423
vqkajbdwjqrg,6204,105002
oancy,9374,110585
bhpjhmygpscr,1686,124182
spqa,4139,110285
cithnqadlk,290,127088
epjr,5238,101425
sjlvpotno,9556,128617
wysokzftfyqqf,5891,123757
fpuwwwvsrui,2171,109832
atofazijpiobp,1718,100931
fkplqlnafe,771,104169
akhwrktlsuxbxwlvz,1494,102154
zhbtvkr,5187,125721
lrexs,4474,117189
fcnribfrqivgdkybc,2990,119976
mvleeglkvbmhklxe,7903,101328
jqjibfapjivfv,302,102368
dslmfjmqhssq,7998,128692
gdoalyulr,448,121425
vmhuyoxzgaakchh,6482,110555
retonbsfiqpqn,2020,103434
pwzgwxnwemgiz,3084,116549
vhrxnq,6075,107441
hssjaiepql,9787,109512
zmdfpps,3402,100144
rzjctbuxjpjdg,4060,118060
yohwlvkpmqv,4894,121718
cyyu,4838,103753
wnezqttn,9274,116139
rxuxmrfzu,1476,112423
ldildwlslu,7978,116279
crxlshlftcovnvovl,175,125996
nesezchmysfqkb,5623,116687
ffttqgojegdegm,1543,112529
umgvxqyzdwrisgsr,5143,122549
awds,2149,117437
qnkepfjjcr,2103,119866
xpzxfzdkpu,323,112949
nlqfcp,1384,100193
yhwj,2944,123195
slrru,7296,103297
fwmsmzsotiqxd,8038,120416
tklokgfdwnmwtfzo,6911,128286
sdmrw,402,116105
jzof,1657,124488
icfnwkwwrx,331,116282
vwejzvwuthmxn,4789,112455
vmjic,299,125734
rormrga,8880,118114
smmxhnkykazsflx,7810,111701
hdalafclmigya,8096,101315
butpria,8449,120671
ponbkngaernvfqyl,4140,105786
tmmocrwufot,969,112263
levfqamd,9626,104313
acfrmipabyd,341,124355
gcjhojxpvtustzlm,1480,101184
tofvrjiowi,2699,120053
bchz,4509,100912
hymnyfugiccgjlory,4028,110808
vfdczueeyszs,9376,101832
bzypawses,5843,120945
sxlrlvkcpthgqk,7491,104313
oxelqjlftllipiui,349,127756
pmorwiwkiu,5977,128321
rchehxsmactlgk,3659,119558
bmrbasrtoafnl,6059,123646
jlatalhjb,7766,127982
dtzjwopavpzp,5655,100481
jogfoyxfiavy,7870,104144
svqtbclkvaiswmszh,4109,123196
cpby,8538,120222
hmuzzyqqhpwfij,358,107129
wzuteqs,3133,102161
nyuomrgzfkhapwdo,1157,105535
gwnzelthp,5141,120450
hmkbmglfbwikmb,362,111173
spfmcmakigpdzz,3404,110466
keazishhvxdidmsoa,1697,112044
rrjkskbjznkdzfh,5197,121659
eexufxqnlthgl,5427,126292
jvsjapajlsjkaivcc,6102,126439
barchkmicwrs,7408,117253
aeytnzxvayvon,8055,120024
nrignjgfuifekl,8822,126154
wjlztcmo,4955,129510
lyxib,372,104745
bfitzc,2450,120649
zslzphrcjjevq,1130,113186
xmtjvlnaypgrzryru,375,108313
iyukfaqdgn,460,104474
okscaj,3527,128022
vnslm,9401,102168
stkimwagnvhilr,7660,114018
aubleaqeut,5110,118787
qgpyvblpagpw,8073,109905
jhrw,382,117958
wpresbzeprwrpra,5385,107391
csswplcxvz,2922,110202
uxmhgyzzqwpnthi,385,103625
qzhfbz,386,126477
ambaqwcgafdl,6539,104414
xfzxxynskvbayz,3461,109314
ecaabuiihrus,389,125824
azgefmyxbxmtlmxnx,8804,129334
xpolaiuaamxbrug,4823,125874
pcoankmoofrxts,3013,124372
olexzefczgyyqdnc,393,120159
jazxwzljz,1851,111833
rfvsqpcnwe,6207,128070
ibbo,5905,107487
muvvjneptwbwdo,3439,128297
qennga,1578,107518
gvjlqxzaagptqw,8992,108177
jhrltakcykrectm,400,117773
lzkohfv,5939,102269
hvbdokqvgkl,3648,101763
dazsfblen,9940,102668
ztvvijv,1341,117192
zpkpd,9338,113985
xrwgblgaeuitu,6567,103102
rqmecshf,2349,108480
chtyiwt,231,129213
dvsh,409,107627
xztjlai,690,104802
ljoznczrr,2218,104099
uglmdvka,412,100526
ngbdhaxcqcf,413,102625
elvbzxubkrhoxzx,9929,101543
pqfougxlpde,2609,101924
mhtaqrkzlupinc,9994,111023
zludifm,7095,129972
yqiu,3589,113061
uqvxgixmqvgj,9975,114181
congurtfroajf,1027,101002
rpegicnalm,5924,127432
okbujfdy,9757,117505
bpelloeldjyryqk,2041,127593
cwwhvixa,8325,122725
goqnwfqtrqosxqz,5111,113031
bhskwitkpjpteb,6577,108492
qtorwaixbydvfy,4219,100142
dexidct,797,117222
momzrd,9582,101285
zavqigwtaju,9956,113064
nhstsly,5327,107900
azuwwcioiksyurgd,432,119187
ibulcnv,965,108360
jqyosqyvpb,7616,122413
dkyyomyj,8946,100973
luljrrzelgk,436,114270
ysmrlxkwquqbkk,7187,129170
fvucxpuw,1026,100235
gllpubgatfekn,4485,100832
lnlgcwghvlddws,3594,119711
mcpgqwtey,2148,125760
vbtzclksdgisxcb,1979,118896
spbausadblyxbedc,1082,104667
jcpgky,246,107285
kchxhsftanjkldqj,8000,112550
qbgvxybanexnw,32,100140
ifqdfqvqials,5614,113694
ytgdulyfobddpnat,9399,102695
jyardbfojkyz,1615,121624
zkegyc,7621,128019
hjhptufsckxfkac,8789,102125
xjfjby,2069,126576
rxrigeftmryle,7035,121694
xeqfivc,5681,122658
pczcdszrfnypy,6957,126302
omwpazmwemogh,6377,117371
mtnxvwkptcmsoro,457,122466
npeejnhyicpk,5235,104678
navyhfdyvlquxizmk,1183,122593
gnvjeq,9296,123851
xscfhtqwsklq,4295,125484
htaignvgnqs,7201,101018
qzfntstqepvxpe,2833,128464
arfku,4279,121119
qwjhtebqzbjpt,5957,123152
qqwjhfcfac,5007,102800
forkesmupnpf,467,118087
uzajmtdxuun,4858,101059
dadhqpjt,8266,101926
nygyiorzvmpstku,2720,109010
axrydftiwfldtn,813,104757
xwcu,472,102169
eptpwmaf,473,120315
hwkemcxzalkhuh,524,109576
acjfynzvyuool,2467,100226
cdmbstkn,941,112043
ijkbtioatdjir,7381,122758
uphq,9211,107164
znxwqqg,1981,105109
cklasuovptqrjrsju,2956,107882
eiintaqwce,1467,117086
znbdohojtr,9228,129565
xoigyrtu,6155,103487
agsqdyzc,5199,129577
znmpfhjeuynllrmg,1855,114474
zcrvhk,7377,102625
frxbqusbenlxzr,4491,125627
tbtbghzbrwtd,488,105629
rqdwaovswqcfcu,3964,101927
pokptbziwfgx,4899,125423
tzdmdkmgbwamm,746,128520
cojpzrinqezt,6050,106902
adnnhksem,1140,114962
yinfyfszx,2393,100123
hvjxvz,4035,124596
yvbahmxczyq,1445,103737
ybdwrxcjtlu,8776,113261
iyvhvkctxskihg,9172,110195
cvfbeojzivisgkvdu,3372,102524
aokc,2215,101264
bmqazkyvrpt,5057,108260
etyopulo,3478,106202
qvuxpvobjnnnfrfe,1155,108116
xhattmlnt,1452,105030
rrsur,128,120326
gjjrtwobstnuxtie,5290,129011
bvvzmmv,9103,100770
lewcgn,4900,106411
qcwxkctunv,9107,125547
bysdrgxwrgjeitik,7314,121153
xprznklwlmzb,5037,121520
aevd,5869,129790
kiau,6019,114924
cupfkucuozfeuph,514,100187
vxcaegxyrzgtj,7710,121763
aqfrzoofh,8621,104940
rslacwmmoyrnvyfm,4149,120851
segpvisl,518,118662
aqgemx,7696,113829
wpqubnyqewtqtc,9148,100899
inldrdbgap,996,117713
hnrwez,522,118958
rkidi,6749,117578
nbxntsruir,8743,108365
ngfyyuifinrfhovd,1355,113007
ktvbmal,526,111477
fjygxzsnvuomozuyp,3066,101200
llpshkg,3152,126058
qnyn,1271,106439
crdnii,530,102303
fgtjtp,5564,112760
vgxxcuhkrhrwjcnr,532,119357
rdoejokxzk,7158,102324
spsmygxrfxify,2752,106477
nwgtbrydwz,6057,105108
eqhdkun,9035,121113
wvfsrzgispsssz,4480,114887
humlcoothbznfqp,1576,119801
zpgopvcdmlpv,1097,122850
wbcvcqda,6510,114460
ivlbxzmfcdlqvga,366,122428
hhfcebrbc,542,112993
dvjitlz,9029,127384
zkbudavwxfekjmqw,544,119405
tijpqwncs,581,106540
qfuox,546,101110
nyjfcbpswrfxkvdqk,4519,128704
wipubtjzcktqfm,4783,112835
wijjbu,5301,102355
zrwhhmfklhwhyfl,1536,106072
xtwddlwh,8910,129350
xsgvuws,4210,118823
iodqlnooj,7019,114485
gqhtczgabuil,6561,120556
fptquhwpmgiayla,5535,123216
nqzlqyrbqdtwj,9517,101626
cfxpfdjuihpseszzm,4273,109357
umjdhejklrwpuvf,6091,108526
cppzdheygfpyff,8683,113357
epgzkcdukmy,793,129337
dxfhuae,9827,123271
ncuvf,534,123869
brztbhlnrzaqe,90,129361
kusbkaijkwdqgpar,7904,112896
cefxrdvenjiqc,3889,113022
ukzuhkufwbub,8080,129617
qyup,3120,110112
orrzcjhyf,5896,112717
wqmthfxlsqvarxauy,3775,118696
nxoj,288,111585
sfqoidjiluhl,571,124041
uwhgmgid,7090,124423
uxjxotkuykewmb,7523,124129
uxknlnercv,3795,124229
yxnlivzawzchk,106,104565
bgcwnoalj,1292,106559
xpxslrqbdvizbk,860,108932
sapbbkdycjuzqbp,5049,122296
tougk,3317,129855
wugysowp,6862,112053
fwfzwkiidkggbownx,7442,116962
gkwqxyoyvvn,9739,103584
llholmxjbo,7453,129734
kdqxmoxnegaa,2397,106654
eavfudctzax,9115,116972
gzqhijibscqyreq,1456,121457
qhgnmtjzvovjkuxqm,498,114369
ojvrvzlufdtivf,5795,122532
qtzqfpwdrefd,8514,102963
kqgxqza,5570,102607
luagem,4629,102483
plixezleruabjh,7875,100911
ffmorxbsa,5695,111635
fgaoroq,2152,110067
vdcvrpr,848,122848
xvgxxtgxma,5871,104675
rnjwonb,3658,112938
aiubk,1597,102223
vbjefuyxfadzxf,8326,122142
jdknesm,943,123754
bvbsmauy,5420,106511
gfpqxpyprhsgsni,2828,122741
vyfkmiywcyk,9638,120175
rhempa,6476,121459
ycnjmlvwxzp,5189,117825
pcul,8387,103221
zbpcbojhpgdfevbpd,3898,117870
airjawvzro,2209,101626
hmpc,9806,101933
knpsnggy,6060,115205
jdflnvhrovx,5376,101782
kaegqesek,3475,123850
cnrlp,1902,117398
dwxn,1158,122279
brllattoljjb,615,122701
fthlzsavtfiovuuhn,6817,112193
ulnkhge,5630,112734
ppdsdpbitj,8958,101637
frbkdcfgzhqk,3997,126534
fiffcotcdk,9507,105556
eodapdnpenpnuz,1598,101993
hijxnwsirwkcfh,2730,110176
lybbzzuoetpvjhwm,623,125705
qadumhwzut,962,106962
ckyaltpwba,8099,110548
tkcwranu,1305,115881
zxgzv,5765,100300
vxfhuhromtzcvgzn,2973,114413
fvcqkzv,2661,116641
vxhjpeympor,1662,119855
thnzttdlxdmrgjr,1204,124855
svxmalfuzdxssa,7786,113142
ijngsz,8568,111462
rahqfxyo,4951,127611
ibdlrusctaztc,2518,100876
mvamaohvttlswmlfw,2629,120424
ayhcdq,1454,102677
ahiayxsljon,876,101752
senwchkiurghx,7009,118443
mbmfhcka,3663,128296
gwklxxqqz,8669,112673
iwjcmnu,3551,110040
pieiqhlajtyqr,2026,109313
hmmiihfmhnujpxsef,2419,100875
txrzmcdqyv,2001,120072
qfyrx,1113,112818
yiec,1248,100610
yshqk,7673,101017
dnrkxgfuvgalcpwk,7211,114932
mfjcr,5472,128112
isjyjtkhuxuifulnu,8685,100694
tlxrrlj,2114,113169
babbamuzi,3512,123831
seapzcirxvv,7164,120040
vyzffxxenxwpf,9484,126488
kwariaqxjseami,7154,128685
veheovaebjoqhzjc,3132,119090
crjgdnqgtmsmqhja,658,119497
ccvdevhgcpp,2038,102589
jccg,9170,125990
tczjwfjca,2503,115145
xfavfxpmkrcgbrrc,662,119353
nznqaoxb,9121,119314
xygekoiyrihjqn,664,118651
kcqqyjablfzrixj,1388,126740
lnbxaap,1075,122044
nnyjytdzsownnjza,3001,111258
mfsbnvgasepxsjnjj,1690,100335
jwjbku,4903,108759
zgbwdkzhumk,9423,111192
vjymal,7778,107605
fjdogxhlprljpu,5354,125264
gbtlwkcwqpllhocv,671,112181
lqeck,256,128503
utru,5020,103829
rubsvkb,7239,123775
wvmovakqvnvayvvae,8404,120608
ggzmpgb,1679,129292
xfguoxhdvvtkbvlcx,4960,105997
anebhjzsr,6593,117549
dodlzpvdkpfy,8466,129556
pvrwqibhij,2987,125561
irvopkdujdvdzxgb,4350,101626
zjqevzd,1852,106467
spwummurbmgdsfsv,6591,129541
vgtapqmu,5646,126129
qcdrwihpdbqg,2803,101239
dimcroynp,9203,127813
rpwqplj,5678,129174
kfchkarchxqjdn,407,120601
qafdsogorpm,1833,106077
kecmbmtlakergwk,9071,120215
pgzxnsuyksrpqosf,1092,108683
jsbuv,694,108213
rkbhfwdigr,7215,123992
fqfakqx,4102,125824
ucbwbascajsok,4512,105601
bnbo,5573,123392
yyhvmvihnvlpoclup,4642,115759
zbaoyduk,5717,102670
aivc,1579,126428
jsankjcpykaavmg,8926,128027
lzxcjkhkmkeumor,9342,104084
uhoozp,2078,110075
kaqxbfyfy,2822,118786
tknjksj,1588,115498
azupll,4734,124970
lltwjmdaalohnd,1434,106287
zugwoyrgcw,3864,123847
ogzaifaswwswpc,6925,102603
ilxieg,8060,100503
hkfirrs,329,121221
ekpag,3029,122663
epff,6553,105706
qhrzyx,6701,102363
yxhuksmloudgyewp,38,109010
imiwoxvcmpc,6498,122171
xviuoqgnepyoob,7508,127489
yvok,4399,118240
nusvnqqqrpimt,1276,112164
xyfrmyff,3442,125542
nsfhvlzmauzeeoym,6292,107619
aktnyqa,878,120913
ldqbj,2261,107591
yolvdyjgvu,5691,106704
peumncuq,5270,101817
vcivdqtkqcnmwf,9004,109232
dhbfbnd,1867,100750
pijz,5153,125205
yomzwsxvdupvnql,8714,104975
urttptcagf,548,101539
hrfom,8753,100303
twrxmtleztkkp,733,111422
grgbahjq,8736,121098
ppvtizcoskrxixldi,4476,111247
wmdweewrucgnfijbk,8878,113584
ryswbiyqp,4949,113648
vzsyhwc,4262,102971
niouqnjwins,7243,117864
fgxbsuebuualnq,7425,122913
lciiliyuuzz,6195,111075
foqd,2210,121545
ekuiswdlfbvlnxvjd,9416,128712
vjcngceffhfye,9772,117546
dpyxfnsoixgrh,5377,118678
luujhqgcvqsnvfce,4342,101769
bqedqrhgiwqzxq,9818,115262
hvgmobnwpsxaakg,3356,108519
ancpsjmp,2970,113985
jlannlzdkcr,8888,128289
byac,9636,115944
lqvgabs,8219,102865
gbtb,9377,118540
oazhnpscol,3976,123245
ordld,4980,125508
noqqyaav,756,128318
nrjo,757,127870
anayfyfwuuzw,4515,109601
jhfabtwlxxlh,5481,128323
wuipargjs,957,121132
wchvjihjxecbzkiq,285,124472
ipuomxpvjmagvcb,3076,127152
qacgxjwevqg,7448,125087
hohdzmty,2006,128570
durbjztw,808,129763
eiapjhi,6534,129901
bxnnkmyisjldkkw,2456,117103
dikvjpqywbiqn,8826,114423
derdytsqcaiuegh,1263,103527
ozpempipyljo,2643,111600
fcumelcfxtuz,3871,126969
iyhktcgzin,8367,114015
lvsxpjsilnwa,6100,105565
nurbaets,2256,100028
sqftmplnggnssom,6715,121543
eqgvweshbuwbmyf,1177,125347
segrflujnw,8997,102088
maavfpmjqay,7430,102943
wqboq,2191,112637
avlctz,5272,122409
qjjd,1917,126463
wbbjtxkewauerqrex,6222,105049
tfhul,3443,104681
rwysbertmbz,2672,101588
apsnhj,1997,111342
xlncerxfgdhr,4131,100608
wvqkthiwv,4839,102059
sqlwq,2037,121221
lmbtfirnbngftfst,5718,101758
lfichespaks,5546,129954
tqomflnozo,1808,120888
cwkwidmvochzff,1413,114146
rnkoinvktop,749,100690
dwmzfhyvmvds,794,107949
cqhzpgmdg,6279,112843
beohyxufrsvrybf,9557,121430
detplblyekheniwa,7114,125620
rnhevtabdpkwz,4434,100748
uwvtu,7941,127067
aynpmpwcbvagn,3156,104536
gztlgill,8148,120783
lppxa,8287,118035
opnilijz,6250,102225
vtbussxawbtvksr,2281,115185
rycrk,3221,107038
xtawwkkfaewcnndl,806,109853
flkpdkvxoak,8305,125629
daljalfguwtiepm,3983,111224
guggw,4543,115748
uippnfcmdmixxiuq,1525,119923
gpdbpxrjrgdrff,4991,103359
pjjb,9,102256
ycncnipm,73,124766
fmhjgqei,4164,104944
vilqfvddex,7501,114955
hbjmrqqrfl,6088,123318
vztqlxibpzofx,8276,102725
cscmzyfeqmcpawlxj,1556,125411
kkigoyaet,4809,121025
yaczprmavobnpchb,8223,120355
qhemigm,3773,101000
meswtpwd,6791,122549
kcckunraduhwos,5130,109496
usdkpbguycxqahln,2372,118584
kwrqsfwclo,5254,109515
fritqxbzfhvefu,4290,117964
krnppcnkv,107,123342
lneh,4466,108075
dnjtrzqafcuqlp,41,117913
fyortbywyffcv,3004,116142
tzvgejzfiejqgmix,3922,101195
pktzdlyqd,1482,121948
tchbuslzkftquixre,2497,125072
xgulpmdyzvkxnte,5160,120426
lgota,137,114606
zxffwb,9538,126173
uxbtcvn,8175,124429
cyrpce,5381,102403
mdvyblyrfyn,4563,106705
sazmqdljxj,3465,120626
zgtok,6266,129812
nbzmur,7891,119375
zcbjypdauqxhrjr,7161,100092
cuoecvhvqwlspibw,2855,116565
vdmpdwwth,4365,116036
kjmrf,846,114736
egfhfzkehivvwccl,5758,129141
vwcknqyqpqxe,4403,100813
kqdfqkoobakmd,9949,105994
rooketekhwqhahees,4200,108256
xgvnyiqfrozx,874,106652
xvjrng,6914,123936
onhtlbntkw,8578,100837
ynnimmksmwo,854,120482
yvusmfqveikndgt,3039,101355
usfs,5860,121015
rxtyqatqawlaiy,7326,101131
nhyrtuyczcg,1060,118230
uicpwlyd,6501,117841
jbrkmzpyaawzrf,9907,114625
rntuylexoyhkdxzz,5628,102011
dmsglogmuzbmomfrq,4804,102636
zdgibzrw,8831,104186
zwsmgezqrnxprftx,864,119690
maonfj,865,101650
lnqnbubjkbydbhzd,471,105662
toqrhpksmkfoqve,7956,121634
fmovddpikzm,510,110893
ddnni,6,110353
dvhojygtojnm,4950,121416
nyujrpfvvbuonqupr,871,113452
mktuibsiqxthqj,5055,114008
ousdbnc,6051,107262
sunpylzysvc,6581,122233
mxjppopw,2017,105454
cbqrzd,2925,116303
gyavkpqbrmlazue,2294,116634
qlxiwm,5288,126303
hsltjugh,5779,114256
lchqkmwezrt,7893,100148
zlichqzgahcky,3134,111124
gecagsqmoja,6618,112317
lnhc,9411,104213
kqlfuykcubnd,8754,127109
zroywkswmx,8599,124028
klsjolkqc,6236,129200
acndkudzxwjztxcd,6978,121080
fleqtsr,3850,121318
bynegbsxpky,4178,116858
woaancr,2169,124050
mcwoyz,9158,124155
osubsubdkh,1707,101360
xpavlyiihnioztumo,9814,115264
gioclmqeeur,2680,111903
dlsuvu,6093,103676
ccjz,115,129643
kcoekmjw,897,126909
cqtjhftccxixkuar,5271,114902
rlsmuzflxdtckqyi,149,103561
jaxzyjdakuexklg,3017,128489
niwkyrvmjzufdtsln,7757,124948
baorll,3675,101282
wgymwdlp,7596,113653
ggolhkzvwrib,5700,100673
wlqotfuxagsiw,4826,102220
sduijqoeaa,1947,105402
zoucfhcxtng,1941,106923
sjumhxcuidmgorzfr,9241,103831
yzgzrbjlqfvthfrnz,8877,119369
mqlgvtxojggnn,8972,103878
pdllvaazsbxffqtru,911,120259
